state (Emission order)	H3K27ac	H4K5ac	H3K18ac	H2BK5ac	H4K91ac	H2BK12ac	H2BK15ac	H2AK5ac	H2BK20ac	H2BK120ac	H3K4ac	H3K14ac	H3K23ac	H3K56ac	H3K23me2	H4K20me1	H3K79me2	H3K79me1	H3K36me3	H3K9me3	H3K27me3	DNase	H2A.Z	H4K8ac	H3K9ac	H3K4me3	H3K4me2	H3K4me1
41	0.0035605412114074315	0.009858589939667905	0.048024933966904396	0.007565327487076324	0.015631576765902995	0.07056943601590439	0.032021707817790956	0.027200712734201094	0.016927438194445837	0.007573333489395073	0.012785195949940435	0.01600890372587327	0.026519844387520763	0.004454596640425614	0.031759779118978315	0.1335213055400813	0.004705472194087828	0.015097997740036251	0.01784675764654007	0.01672195530778843	0.9476932888709262	0.3207897066713195	0.02160937911819219	0.07813705394190636	0.008304603301058616	0.15280169934405863	0.8416626509676972	0.5540378761650481
42	2.2742586124926707E-4	8.022672593076744E-4	0.002084706989781293	0.0016566223347183543	0.0056217207904044495	0.017505739528849013	0.018621501833574947	0.019795663719082222	0.006563446664318717	0.002796477918559033	0.00550020315397138	0.009800603827016384	0.013391412281230919	0.003906138002884512	0.005831824449761725	0.05692102555297411	0.006478180820785928	0.005279825791123069	0.003810153610805192	0.018189382059322957	0.7781279896339222	0.01449672987231959	0.003148710401235338	0.012170959542595946	0.0013422776185241176	2.2297647966973375E-28	0.0014497304674161602	0.02552038105294071
43	0.025469035890834848	0.05786758681492715	0.1280474100922893	0.6251823579419424	0.6779936738250097	0.7537142810280365	0.730464188433492	0.8576129317327258	0.546831354194029	0.11040789847629268	0.3607429181951123	0.28493504339778675	0.32248917731738913	0.6033547962622398	0.924408039845056	0.9146531721567561	0.5418273483503442	0.5061036484909828	0.10283854417327128	0.22513319291016134	0.2466555755735457	0.02159839290092428	0.0027576868152482375	0.10324810265557872	0.09615157971628838	0.0017626186244314584	0.0713038363949598	0.06878959308317781
44	8.569230748795607E-5	3.0797203779246973E-4	6.893329523824157E-4	0.0023469999227539425	0.003325033819802168	0.0036914449891947043	0.006255085610810473	0.004751831875518407	0.002176711372856268	9.536066815964321E-4	0.002548779094728858	0.006319092905297774	0.005490659938693286	0.0018800532979739856	0.0019342790745557209	0.004041038658460564	0.002656995208240597	0.0018321699459996536	4.4821087106643957E-4	0.0010786818673384623	0.007185222562427421	2.9999278229056204E-4	0.0036587923694252444	0.023088280565520366	9.392258799134613E-4	1.2434521070415185E-10	3.0340157756014236E-5	0.0014825278999262218
45	0.002115170896377769	0.015969713567479286	0.02730066960920462	0.07206236917965672	0.1081950030922033	0.13225551382220432	0.14183797519672092	0.10992463213407232	0.0526788025097438	0.012572156762089986	0.047386469082717	0.0809218586137417	0.05745704089747494	0.008454291936951566	0.011746894988986272	0.03683334949951674	0.04058984581976597	0.028830758836010602	0.004045064028567581	0.0055217150809887885	0.050103411967979135	0.004832895003013321	0.019200424372387354	0.12007069197563564	0.013325623791216688	3.145459122160179E-6	1.4725158644030408E-8	0.037262801694083844
46	0.001440352982235425	0.0017919743395672246	0.001781038293601236	0.018625744119429428	0.0399505258331454	0.0401749353878996	0.04358175221173834	0.09170475200408822	0.030270191903342583	0.002787168915844382	0.01525207288555638	0.03442873042930252	0.03193016342427632	0.57072740048056	0.9097658867290299	0.3769454946322948	0.033276215255555484	0.03629053662301334	0.012114390250104202	0.038527366171847675	0.026118063123966598	0.0035519479035560474	0.002213240386046205	0.010081246662908739	0.0040948305528029205	5.774272840616987E-4	0.0013717875728511794	0.002350346248385602
47	2.4129216879148486E-5	4.456352669933238E-5	3.6161311495958E-5	5.73604054170314E-5	4.8568172851038495E-5	1.0013488586081565E-4	6.0404823000251505E-5	6.668311465638737E-5	5.1723713170642034E-5	5.74562115077186E-5	7.168710789288632E-5	1.0380338607460783E-4	9.113240454047619E-5	1.911415325163798E-4	9.245960129894913E-5	6.648241510077844E-5	5.835352645163771E-5	3.6730980803104074E-5	1.0329326169337293E-4	7.821517056356451E-4	7.00389517909359E-5	2.0127857939591703E-4	3.2640151395746793E-4	1.8267353861905295E-4	2.689608764687095E-5	8.843176493855192E-6	4.576655435415651E-5	7.222741351218373E-5
48	1.491951786668302E-4	6.085766032171179E-4	3.7676009511946777E-4	6.590504707069184E-4	9.050600717604844E-4	0.0012418899412547854	0.001418698037629408	0.0012986543507928496	0.0011307029420564649	0.0012795871239199756	0.0016389082451263562	0.0026838156185920985	0.002810701188867709	0.002895873917088652	0.002053018872128186	7.859363498841207E-4	8.425261419888591E-4	5.008289794131318E-4	2.6797932542389893E-4	0.001989733711644422	2.0649970893180927E-4	1.2402573311109937E-10	0.003391356288726938	0.0024293529631244782	3.6174457981782033E-4	5.1712643710440326E-6	2.444611107335986E-10	4.600616497143961E-4
49	0.005243093289935407	0.027961665723594986	0.028604019439017237	0.05969647090998335	0.0766713415490492	0.10736437648191911	0.0937679561425148	0.07169678449200832	0.07050010780314717	0.04876573968266317	0.07890391923194809	0.11263433777810453	0.10624215575268901	0.029395841592068307	0.03040811757831592	0.019956505070551772	0.02999540465848314	0.01921508482558221	0.002631899505833865	0.011246707229761694	0.0042169685918808505	0.0037945931816264185	0.04863656877670194	0.035136855386730635	0.014023377635041759	7.22068365280096E-5	0.0015133902100945952	0.020416174607378375
50	1.8599258409910587E-4	0.004892544778605197	0.003448368730916044	0.009646394106926805	0.0056722869665949095	0.006199190374750592	0.002330829091084978	0.006969839640693855	0.00370709458993862	0.005432529295359656	0.01940799754864404	0.055244831413881534	0.04325534701163907	0.07951487116657903	0.08021174542665088	0.02853859550705842	0.020586047082606432	0.014515920282678606	0.0037949614743310197	0.013687848675268049	0.005358126617858842	0.00734847823999205	0.049883337210263036	0.061803260822070806	0.007927831641254981	8.174365040455415E-16	1.4478854837093802E-9	0.002319959136037003
